gene_id,SRR3033249,SRR3033250,SRR3033251,SRR3033252,SRR3033253,SRR3033254,SRR3033255,SRR3033256,SRR3033257,SRR3033258,SRR3033259,SRR3033260,SRR3033261,SRR3033262,SRR3033263,SRR3033264,SRR3033265,SRR3033266,SRR3033267,SRR3033268,SRR3033269,SRR3033270,SRR3033271,SRR3033272,SRR3033273
LOC552277,502.55,363.95,184.04,354.42,391.66,458.62,422.06,304.11,303.31,254.60,493.66,452.87,326.03,173.33,135.79,213.41,734.36,604.37,492.17,463.56,496.43,230.49,380.12,525.78,426.84
LOC102655366,0.00,0.28,0.58,0.25,0.22,0.91,0.63,0.20,0.34,0.58,0.63,0.24,0.43,0.73,0.37,0.53,0.22,0.55,0.53,0.44,0.48,0.79,0.96,0.20,0.66
LOC102655367,0.00,0.00,0.11,0.00,0.00,0.00,0.07,0.00,0.09,0.00,0.00,0.06,0.32,0.14,0.00,0.10,0.17,0.21,0.20,0.00,0.35,0.24,0.00,0.00,0.00
LOC409639,50.60,31.21,52.94,30.86,21.75,19.37,8.94,25.71,24.34,58.46,23.52,11.62,23.53,51.90,16.68,36.86,27.98,29.30,40.04,34.88,57.13,43.94,19.84,13.74,19.62
LOC409638,315.99,674.80,1200.43,194.52,315.26,193.75,129.42,101.73,96.39,518.68,266.62,310.19,152.48,621.49,263.82,1539.37,298.01,183.73,468.30,415.51,643.03,172.38,192.64,598.52,275.72
LOC409633,0.21,0.27,1.43,0.00,0.66,1.40,0.18,0.21,0.66,1.75,0.80,0.94,0.43,2.38,0.72,0.65,3.87,1.87,0.78,0.85,2.15,1.86,0.42,0.40,0.44
Hex110,28759.91,4240.71,700.41,45520.12,19932.59,367.48,30831.48,22177.24,37261.83,7920.60,14945.54,37378.84,25443.10,2205.69,7807.18,335.51,612.90,238.43,14163.03,11023.75,2154.61,6213.28,25556.10,25229.32,29157.87
LOC409631,0.00,0.00,0.06,0.00,0.00,0.11,0.04,0.00,0.00,0.00,0.04,0.00,0.00,0.08,0.00,0.17,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00
LOC409637,843.40,1088.34,713.81,696.59,823.58,1211.76,382.44,937.07,481.22,896.59,1044.11,669.51,759.96,729.17,201.97,644.23,574.35,809.57,1032.72,905.30,821.45,579.22,814.16,1034.26,938.24
Gb15078,0.83,0.93,2.52,0.33,0.30,0.97,0.72,0.00,2.37,1.20,2.23,0.97,2.29,0.37,1.11,1.24,0.88,0.00,0.87,1.70,1.27,0.96,0.85,0.27,0.78
LOC409634,11.38,16.01,43.12,16.67,20.32,20.48,18.98,9.83,17.23,17.12,19.90,16.27,18.86,14.30,3.14,27.59,15.70,16.93,20.54,16.09,20.25,18.30,19.99,13.63,15.34
LOC411904,7.31,15.70,25.71,11.86,11.38,13.50,11.03,6.45,12.29,13.95,17.12,13.01,15.31,9.75,6.51,11.74,13.16,13.07,12.34,17.28,18.74,17.65,13.60,11.65,11.50
LOC411905,4.45,7.44,12.95,5.83,6.30,5.84,3.32,3.82,4.36,9.74,6.23,5.33,6.49,8.56,12.11,8.63,7.22,8.36,9.55,15.35,18.26,12.49,5.88,6.03,5.99
Syt1,17.10,14.88,21.56,19.55,27.47,8.75,8.73,8.83,12.45,13.26,9.10,6.88,11.63,14.08,4.20,10.88,8.57,10.88,8.15,5.64,7.30,13.14,8.40,5.35,6.60
LOC411906,11.94,10.98,24.35,4.78,6.77,5.35,2.16,4.65,6.19,15.10,7.47,4.01,7.92,31.44,10.14,16.39,18.95,11.94,10.69,23.65,39.69,34.90,10.89,6.01,7.14
LOC412367,32.64,52.84,49.83,24.41,21.76,32.70,18.27,33.02,23.77,41.23,40.44,27.47,28.38,38.85,45.79,35.96,28.31,47.28,35.06,61.74,61.33,51.22,33.45,38.77,27.85
LOC408949,44.30,42.09,108.79,25.70,32.35,25.65,17.86,16.43,27.28,64.29,28.06,24.02,28.88,92.21,20.76,62.46,66.25,43.96,41.85,68.63,120.01,94.03,37.49,22.08,25.80
LOC412361,1.87,2.81,3.45,1.11,1.77,0.74,0.31,5.09,1.15,4.58,3.68,1.44,1.45,1.44,2.22,2.38,1.73,3.39,3.28,5.17,4.91,3.03,1.57,2.31,1.62
LOC412360,0.60,1.21,2.43,0.84,0.87,0.95,0.57,2.29,1.49,0.84,1.06,1.01,1.25,1.25,1.50,1.15,1.29,1.19,0.81,2.48,1.94,2.32,1.09,1.48,1.07
LOC412363,14.20,29.16,31.51,11.10,15.35,23.54,8.05,16.55,10.89,16.33,19.94,12.97,16.23,15.82,15.66,22.13,18.24,25.76,21.02,26.01,27.76,19.68,15.38,19.52,14.85
LOC412362,8.46,13.86,17.99,8.76,6.34,12.02,3.88,10.81,3.07,6.50,9.51,6.65,4.52,10.02,12.19,11.67,7.27,13.88,11.77,19.71,21.22,9.34,8.68,10.90,8.60
LOC408942,54.83,38.10,101.66,51.24,31.50,50.40,32.07,27.96,47.79,63.48,49.54,33.44,42.16,61.20,36.18,75.01,79.59,56.26,49.56,60.93,90.66,77.48,45.83,35.60,46.07
LOC408944,131.39,98.28,124.54,86.18,109.02,77.06,58.46,51.62,81.41,162.83,64.56,55.07,80.24,143.76,23.43,181.83,109.87,91.37,79.14,100.49,143.06,115.54,73.78,51.51,65.67
LOC408945,46.73,35.05,114.01,28.88,33.10,21.98,15.21,21.20,29.60,43.77,25.92,14.45,35.00,76.63,16.88,50.57,47.59,33.28,24.64,39.99,65.95,52.79,31.11,17.80,30.23
LOC413366,1.39,1.86,3.60,3.10,3.68,0.72,0.58,1.61,1.30,7.58,1.11,0.46,3.22,6.27,2.22,2.51,1.66,1.73,0.56,1.95,3.18,3.78,1.49,0.48,0.90
LOC413365,7.81,14.10,52.39,8.59,10.19,13.12,9.03,6.64,11.67,10.78,14.03,15.23,14.63,18.34,22.11,12.75,25.69,17.87,12.28,29.85,39.49,41.36,15.80,10.40,10.87
LOC413362,1.56,2.87,3.32,0.93,1.83,0.98,0.63,0.90,1.07,1.82,2.11,1.01,1.35,3.22,1.86,2.08,2.22,2.92,1.49,4.58,4.72,3.20,1.68,2.05,1.94
LOC411902,18.09,20.13,38.34,13.78,10.64,16.26,10.36,11.47,8.03,13.31,13.71,10.54,12.23,10.36,28.07,29.22,19.54,17.30,16.19,29.02,35.45,23.74,7.92,9.25,10.71
LOC413361,4.16,4.87,16.43,4.71,3.45,4.07,3.42,3.51,5.22,5.63,5.76,4.61,4.50,5.36,13.25,6.87,7.95,5.97,4.86,10.20,15.87,15.62,6.88,3.62,5.27
LOC100577231,0.30,0.43,0.49,0.29,0.21,0.06,0.22,0.15,0.16,0.69,0.24,0.23,0.20,0.26,0.24,0.16,0.32,0.46,0.06,0.67,0.52,0.38,0.18,0.17,0.29
LOC411903,13.15,15.25,17.32,11.00,10.57,10.94,6.39,9.83,7.35,19.51,12.91,9.82,10.56,13.64,14.58,17.74,11.60,14.87,15.31,20.23,28.55,18.07,12.60,10.76,10.94
LOC409499,8.54,20.06,14.71,11.19,14.35,17.38,8.32,8.22,11.38,20.80,19.37,12.45,13.11,22.35,18.98,19.77,25.01,26.39,26.37,50.50,46.78,44.06,17.67,14.76,15.36
LOC413368,14.68,3.96,3.56,16.24,5.02,6.16,4.49,12.10,14.59,6.54,8.62,13.22,15.74,3.52,10.94,2.70,2.67,3.40,2.27,6.37,3.71,4.73,12.38,6.16,7.93
LOC413369,0.67,1.55,0.69,1.07,0.81,1.92,0.62,0.59,1.32,0.84,1.67,1.28,1.08,0.60,0.49,0.96,0.32,0.49,0.79,0.90,0.48,0.81,0.74,0.88,1.40
Mir6044,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LOC725301,1.54,3.60,2.72,1.83,1.25,1.94,0.34,2.48,0.84,3.77,3.07,1.19,3.58,5.26,3.78,2.95,1.84,4.07,2.45,8.30,8.98,5.15,2.58,3.13,2.77
LOC725302,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,1.13,2.31,0.00,0.16,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,0.00,0.00,0.11
LOC409498,32.60,33.37,62.64,19.53,15.46,17.19,10.71,14.34,21.63,34.76,29.22,15.27,26.02,33.18,57.97,45.76,48.62,32.35,34.70,64.34,104.61,70.85,30.19,16.64,22.29
LOC725305,1207.83,2494.77,604.95,899.37,796.25,1005.17,517.43,1613.42,1228.98,1558.17,1277.50,1321.22,1687.58,1345.19,452.06,3978.33,458.37,833.13,956.54,945.85,1087.40,609.56,1116.88,863.89,1015.63
LOC725306,12.81,9.43,21.89,15.72,12.38,16.40,9.82,7.82,10.91,24.30,13.31,9.86,10.45,8.46,15.98,16.04,13.88,11.68,14.69,18.13,24.46,18.74,12.04,6.09,9.23
LOC725308,20.45,30.45,119.23,9.55,17.07,13.51,12.70,4.03,18.51,48.87,42.77,27.79,31.14,59.97,88.05,55.44,43.48,29.88,17.41,29.32,43.99,39.28,52.74,26.31,41.64
LOC725309,750.22,493.93,140.99,597.86,597.97,446.32,677.96,1094.61,1507.78,629.73,561.98,581.68,388.91,271.96,1006.35,67.39,639.77,490.67,479.67,1022.20,916.61,821.27,689.05,584.49,762.78
Tom7,76.90,97.20,49.02,39.80,87.17,80.30,34.02,97.97,34.66,171.65,105.04,88.98,31.25,55.51,103.80,54.72,75.62,77.09,91.62,130.69,104.30,72.10,95.24,98.88,88.10
LOC552515,48.50,99.53,351.54,61.87,60.26,93.46,48.66,47.31,45.13,81.66,76.85,67.72,61.49,95.35,126.07,94.86,133.01,114.92,125.11,205.35,272.45,257.26,84.76,70.71,69.80
LOC552514,10.16,25.61,11.54,9.54,9.25,14.56,3.85,10.04,3.34,12.53,13.96,8.54,5.04,14.89,17.09,20.94,6.82,15.53,19.90,30.10,19.32,14.05,8.07,14.88,9.95
LOC552517,757.91,922.18,832.65,473.67,632.53,1124.30,394.89,849.16,494.08,865.32,1024.75,639.56,724.36,601.31,631.89,629.70,806.06,934.95,930.58,1038.79,1002.28,899.58,854.36,972.85,841.95
LOC552516,4.51,6.66,7.26,4.06,1.85,4.60,2.31,2.46,2.56,4.79,5.65,4.57,1.61,6.60,7.50,6.25,6.95,7.19,5.22,13.40,17.35,14.68,5.71,5.21,4.48
LOC552511,30.23,80.30,74.42,57.31,54.95,55.68,36.89,39.06,25.03,44.50,51.86,63.64,35.50,30.39,58.18,53.92,34.72,53.62,89.81,79.33,50.96,34.20,50.41,70.30,51.09
LOC552510,3.20,7.65,6.90,2.63,3.45,4.03,2.48,4.76,5.35,6.55,6.53,3.57,4.33,4.25,4.55,6.55,3.68,4.55,4.58,7.96,6.10,10.05,4.53,4.69,4.60
LOC102656499,0.98,1.40,4.24,0.30,0.59,0.57,0.22,0.28,0.78,0.92,1.35,0.41,1.30,1.90,1.31,2.57,1.26,0.43,0.55,1.38,0.26,0.55,2.49,0.63,1.04
LOC102656498,34.97,32.81,35.90,49.77,40.31,61.23,41.46,16.54,55.39,67.28,50.64,33.79,44.63,10.29,14.90,57.74,31.49,39.72,38.97,22.76,14.86,13.53,31.09,18.50,42.12
LOC102656497,0.00,0.14,0.00,0.00,0.21,0.00,0.00,0.00,0.11,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.00,0.12,0.00,0.00,0.10,0.00
LOC102656496,0.43,0.12,0.24,0.20,0.52,0.11,0.00,0.00,0.09,0.34,0.16,0.05,0.25,0.27,0.37,0.24,0.00,0.00,0.18,0.23,0.07,0.00,0.08,0.13,0.23
LOC102656494,0.00,0.00,0.00,1.16,0.00,0.00,0.00,0.00,0.30,0.00,0.74,0.65,0.00,0.00,0.00,0.36,0.38,0.00,0.00,0.06,0.45,1.39,0.78,0.00,0.00
LOC102656493,0.00,0.70,1.20,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.36,0.23,0.00,0.00,0.00,0.49,0.51
LOC102656492,1.65,2.02,1.29,1.33,1.95,0.90,0.40,1.26,0.38,2.38,1.26,0.74,1.76,2.46,1.36,1.49,0.97,0.98,1.38,2.26,1.50,0.99,1.33,1.75,0.94
LOC102656491,85.50,67.83,66.28,64.96,82.68,107.43,62.06,118.00,65.38,63.93,135.61,104.23,80.81,77.02,128.91,48.24,65.86,117.55,106.92,109.77,115.61,97.02,106.11,148.76,112.38
LOC102656490,0.55,0.15,0.80,1.38,0.59,1.27,0.69,0.11,0.96,0.61,0.66,0.91,0.68,0.29,0.33,0.50,0.63,0.91,0.55,1.09,0.72,0.76,1.05,0.39,0.63
LOC409491,19.31,29.58,21.80,17.59,17.29,17.52,9.45,15.46,9.96,27.14,24.28,15.08,17.57,36.18,25.62,27.13,19.56,31.13,29.84,49.34,45.26,41.34,17.32,32.98,21.70
LOC100577035,0.00,0.00,0.00,0.00,0.64,0.69,0.00,0.00,0.00,0.00,0.45,0.00,0.00,0.59,0.00,0.00,0.00,0.00,0.25,0.00,0.34,0.00,0.25,0.00,0.00
LOC100577033,7.98,16.54,34.10,11.34,8.28,12.76,7.14,10.69,9.17,11.70,13.61,11.25,11.22,17.52,16.00,15.37,16.15,16.32,15.42,25.79,29.09,27.26,15.98,13.81,12.56
LOC100577032,22.42,21.14,45.12,26.39,48.32,11.28,7.02,9.01,10.52,119.36,12.26,8.00,26.93,30.95,17.05,30.72,11.88,11.08,9.52,14.63,26.27,24.12,9.54,10.35,16.06
LOC100577030,18.27,24.16,76.76,18.81,14.84,19.50,13.90,6.43,17.12,41.94,18.67,8.33,24.70,31.66,43.65,48.25,52.48,30.69,25.88,57.98,108.02,76.59,21.05,8.18,18.43
LOC100577039,0.60,0.81,1.81,0.00,0.00,0.28,0.13,0.00,0.41,0.00,0.53,0.12,0.00,1.20,0.09,1.44,0.64,0.60,0.06,0.08,0.39,0.92,0.55,0.07,0.32
LOC100576207,0.00,0.23,0.00,0.00,0.37,0.43,0.30,0.34,3.16,0.00,0.75,0.00,0.00,0.00,0.00,0.44,0.00,0.00,0.59,1.27,0.40,1.82,0.53,0.00,0.18
LOC409636,4.38,5.08,4.56,7.24,6.45,6.16,4.61,6.46,12.09,4.92,6.53,4.86,4.23,3.62,6.53,4.93,5.92,5.02,7.08,7.44,6.50,11.91,7.56,7.06,7.61
LOC551154,163.75,248.00,157.91,112.67,156.30,133.69,66.13,176.14,79.97,126.71,130.51,106.83,113.33,91.69,191.79,129.08,93.98,150.56,175.88,204.31,168.16,110.10,116.51,147.49,122.48
Mir3788,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LOC551156,23.79,38.71,53.62,27.34,23.56,34.66,19.77,24.01,21.64,34.54,34.36,33.83,26.34,34.32,33.16,24.75,23.72,30.31,30.98,35.01,30.82,35.63,33.89,39.06,32.10
LOC551157,137.34,308.10,713.62,182.63,190.42,381.11,199.32,138.13,154.71,172.15,222.65,256.60,151.83,217.65,187.16,247.41,253.48,259.56,297.33,294.80,318.96,292.81,246.54,229.69,211.87
LOC551150,26.87,37.03,57.69,29.12,33.12,42.36,20.56,19.46,37.82,52.17,50.48,29.82,47.79,33.79,30.44,48.33,43.72,42.47,41.11,50.73,66.32,61.63,39.17,27.82,34.38
LOC551151,34.23,44.21,30.94,24.34,27.31,23.47,10.63,31.42,10.30,27.76,36.07,24.38,31.94,40.27,30.25,39.56,22.98,32.66,36.95,61.30,57.69,38.80,29.05,42.16,30.77
LOC552652,1.12,4.37,3.73,2.46,0.69,2.61,0.49,2.05,1.40,1.79,3.14,1.23,3.96,2.26,5.70,3.46,2.89,6.11,3.80,8.22,7.93,4.16,2.14,2.99,1.87
LOC551153,5.68,5.77,7.17,3.79,2.81,3.78,1.90,1.64,1.25,4.48,5.73,4.91,3.86,10.61,4.51,5.89,4.24,8.70,7.30,16.86,14.66,9.20,4.17,5.53,5.63
Mir3781,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mir3780,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mir3783,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mir3782,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LOC551158,22.44,40.80,14.57,11.27,26.65,30.93,6.99,26.88,7.13,32.91,34.27,17.71,13.63,17.34,22.43,20.04,16.98,48.42,37.70,55.63,29.64,12.74,21.41,58.25,29.10
Mir3784,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mir3787,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mir3786,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LOC102656808,1.26,0.28,3.30,1.31,1.78,0.73,0.74,0.94,1.98,4.01,0.81,0.57,1.32,1.23,0.82,0.64,1.47,0.61,0.44,1.52,2.61,2.79,0.84,0.35,1.01
LOC102656809,0.17,0.00,0.24,0.81,0.00,0.97,0.67,0.00,0.19,0.00,0.00,0.00,0.35,0.00,0.00,0.11,0.00,0.00,0.15,0.18,0.00,0.00,0.35,0.00,0.09
LOC552166,95.14,124.32,178.96,89.76,82.74,107.51,75.66,96.68,78.65,90.75,120.84,85.94,100.18,63.77,111.53,116.47,107.64,85.82,99.36,124.61,159.88,155.31,108.12,89.83,95.52
LOC552167,19.70,34.50,69.29,25.04,22.61,27.58,15.97,15.00,15.29,27.06,27.54,20.58,24.81,27.56,5.39,34.07,19.44,23.24,28.11,35.73,40.10,31.67,24.18,23.58,21.56
LOC552160,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LOC552161,56.91,77.55,34.49,29.83,54.46,39.23,12.24,40.60,14.98,70.90,64.16,26.33,36.01,41.50,41.40,42.51,19.20,66.78,65.93,89.36,55.27,29.16,26.50,85.35,48.03
LOC552162,6.50,10.21,23.19,5.83,4.54,4.86,3.76,6.42,6.72,8.36,11.40,5.08,7.62,10.38,11.18,13.04,18.29,11.11,10.81,22.71,37.61,34.70,7.97,5.71,7.30
LOC552163,13.01,23.26,26.68,20.31,16.19,26.18,11.40,16.22,10.84,21.39,20.77,19.39,15.95,18.43,18.26,22.42,19.96,25.99,24.92,37.61,28.65,22.04,23.87,25.72,21.26
LOC102656801,2.41,2.51,2.07,0.63,1.74,1.01,0.58,0.53,0.44,1.50,0.58,0.72,1.11,3.53,1.59,4.77,0.28,1.41,3.00,0.98,0.62,0.20,0.55,0.66,2.13
LOC102656802,0.00,0.38,0.09,0.23,0.27,0.16,0.03,0.13,0.10,0.35,0.22,0.34,1.70,0.17,0.19,0.24,0.20,0.42,0.16,0.46,0.74,0.15,0.20,2.21,0.34
LOC411495,0.40,0.89,1.04,0.32,0.29,0.25,0.31,0.66,1.02,2.19,1.33,0.32,0.83,0.69,0.85,1.11,2.40,0.88,0.99,2.48,2.41,2.25,0.91,0.59,1.00
LOC102656804,396.67,158.80,380.93,230.01,301.11,205.58,179.92,66.29,321.66,343.21,145.15,148.35,178.97,325.99,3.73,191.01,167.64,147.87,77.65,101.08,94.46,71.76,176.57,102.55,202.05
LOC102656805,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LOC107965998,0.00,0.59,1.76,0.00,0.00,0.00,1.11,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.52,0.55,0.00,0.00,0.27,0.00,0.50,0.64,0.00,0.00,0.00
LOC727498,2.48,3.57,6.67,2.15,1.06,2.72,1.23,0.91,1.91,6.31,2.41,2.04,3.52,6.76,6.03,5.69,9.54,6.11,4.49,8.78,13.97,12.75,4.24,2.19,3.36
NOS,1.07,2.34,4.19,1.19,1.69,0.99,1.00,1.13,1.06,1.00,1.10,0.89,1.92,1.39,1.02,1.64,2.14,2.45,1.39,2.43,3.39,6.50,1.56,1.05,0.88
LOC552457,0.00,0.29,1.16,0.00,0.12,0.14,0.10,0.11,0.06,0.00,0.24,0.17,0.00,0.58,0.32,0.90,1.04,0.43,0.23,0.23,0.89,0.67,0.34,0.16,0.35
LOC727493,2.07,10.49,7.52,3.09,7.93,7.18,4.25,3.05,4.60,11.16,8.73,7.98,12.30,6.20,4.25,9.17,5.44,6.49,8.46,4.88,4.54,7.92,7.92,10.19,7.27
LOC727490,7.51,12.92,5.14,10.43,5.57,9.99,3.56,8.28,7.03,11.42,14.08,6.45,16.41,10.59,4.47,8.21,7.28,18.13,12.04,15.24,9.01,8.20,10.28,13.34,13.84
Para,25.46,14.58,38.49,16.14,18.56,14.48,9.65,11.18,16.40,15.41,14.89,10.83,15.83,12.42,13.76,14.12,12.87,13.98,10.26,6.67,6.19,7.46,14.67,8.10,11.75
LOC100577151,0.00,0.37,0.32,0.09,0.08,0.00,0.07,0.29,0.26,0.34,0.27,0.29,0.25,0.42,0.39,0.38,0.32,0.36,0.16,0.14,0.17,0.09,0.26,0.41,0.15
LOC107965259,4.91,4.91,1.64,2.84,3.54,3.56,1.72,2.41,2.54,4.54,4.93,2.74,3.34,2.78,0.48,2.06,0.83,2.14,1.04,1.73,0.47,1.18,1.63,1.22,4.29
LOC107965258,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.04,0.18,0.00,0.00,0.00,0.00,0.04,0.25,0.00,0.00,0.03,0.00,0.04,0.00,0.03,0.00,0.00
LOC107965257,0.90,0.40,1.69,1.07,0.00,0.76,0.26,0.30,0.98,1.69,0.13,0.46,0.00,4.23,0.72,0.58,1.27,0.40,0.64,0.64,1.75,0.91,0.15,0.00,1.28
LOC107965256,0.21,0.29,0.99,0.25,0.35,0.07,0.09,0.21,0.71,0.79,0.37,0.70,0.00,2.08,0.51,1.23,0.91,0.25,0.68,1.68,1.69,1.57,1.27,0.21,0.74
LOC107965255,0.00,0.90,0.62,0.35,1.37,0.00,0.26,0.00,0.00,0.00,0.51,0.00,1.81,0.49,0.21,0.31,0.30,0.45,0.40,0.00,0.61,0.21,0.86,1.07,0.54
LOC107965254,0.00,0.26,0.73,0.19,0.00,0.55,0.28,0.16,0.35,1.55,0.48,0.24,0.49,0.35,0.05,0.65,0.76,0.63,0.27,1.76,0.60,1.95,0.82,0.04,0.34
LOC107965253,2.67,2.37,4.12,4.92,4.88,2.96,3.42,1.30,4.86,6.96,3.31,2.74,3.98,1.83,1.65,4.30,2.51,2.16,2.79,1.94,1.11,0.86,3.06,3.50,3.08
LOC107965252,0.00,0.00,0.00,1.56,0.00,1.70,2.83,2.69,3.45,3.80,1.76,1.51,0.00,0.00,0.80,1.71,1.37,1.82,0.59,1.50,0.00,0.00,2.01,0.69,0.00
LOC107965251,0.00,0.32,1.63,0.00,0.51,0.89,0.00,1.40,0.50,1.32,0.62,0.72,1.94,1.23,0.56,0.30,0.49,0.00,0.20,0.50,0.00,1.06,0.48,0.70,1.00
LOC107965250,19.50,22.26,33.57,9.17,12.30,11.00,5.57,7.82,12.62,31.22,12.95,6.78,10.97,57.40,3.42,32.68,19.71,16.53,15.57,33.26,46.24,33.10,13.89,9.49,10.39
LOC412366,81.87,119.89,78.56,64.94,64.86,91.88,48.55,64.04,51.01,87.79,83.54,64.53,61.02,74.86,74.54,78.48,52.04,74.12,100.58,95.16,79.67,72.27,82.11,111.19,73.31
LOC107964029,0.26,0.88,0.00,0.00,1.18,0.34,0.00,0.28,0.30,0.79,0.85,1.79,1.07,0.00,0.77,0.52,0.30,0.37,0.67,1.26,0.00,0.00,0.56,3.09,0.45
LOC107964028,3.62,5.78,5.45,3.75,4.50,4.52,2.81,2.03,5.82,11.14,3.87,3.27,3.21,8.10,1.27,8.67,6.01,5.51,6.17,5.96,6.93,7.71,4.35,2.45,4.87
LOC107964027,0.53,0.87,1.55,0.49,0.83,0.33,0.18,0.12,0.59,0.66,0.34,0.16,0.12,2.41,0.88,1.99,0.69,0.70,0.47,1.39,1.73,1.25,0.46,0.43,0.76
LOC107964026,22.31,15.88,22.45,20.06,13.97,9.49,16.07,17.88,8.34,22.48,15.52,17.41,11.23,14.26,29.14,30.75,10.91,10.31,14.05,34.35,19.70,43.61,20.68,17.70,14.36
LOC107964025,1.91,0.83,1.50,0.47,1.27,0.68,0.30,0.62,1.15,1.37,0.93,0.70,1.83,2.26,1.23,1.95,1.02,1.90,0.85,1.00,1.90,1.44,0.57,0.53,1.02
LOC107964024,0.46,0.21,1.97,0.74,0.00,0.10,0.07,0.31,0.34,0.00,0.14,0.12,0.00,0.41,0.09,1.01,0.99,0.41,0.26,0.65,0.18,0.36,0.48,0.80,0.17
LOC107964023,1.56,1.60,4.67,1.19,2.34,0.21,0.27,0.25,0.91,11.48,0.31,0.32,4.21,5.08,0.82,3.11,0.86,1.34,0.25,1.22,1.43,1.55,0.68,0.45,0.22
LOC107964022,0.00,0.00,0.00,11.28,0.00,18.52,0.00,0.00,0.00,38.68,14.35,6.59,0.00,0.00,24.55,9.80,0.00,16.07,16.19,57.79,99.43,65.48,0.00,0.00,7.63
LOC107964021,53.16,47.33,194.28,48.62,38.34,56.62,40.96,33.26,70.46,132.06,45.49,41.56,47.33,58.30,48.03,112.71,131.67,78.92,53.94,116.24,240.08,212.43,58.68,20.28,41.34
LOC107964020,233.48,132.05,151.82,257.48,235.45,225.55,87.39,282.24,263.71,321.92,118.61,97.70,92.67,77.93,76.76,87.83,107.91,84.93,63.43,94.31,91.99,188.59,111.58,65.28,102.57
LOC412491,38.88,40.29,177.55,41.16,32.38,46.21,25.76,25.00,39.39,51.61,49.55,47.75,43.09,34.77,16.23,50.16,71.09,53.30,53.16,73.39,114.22,82.48,40.89,27.61,37.90
LOC726439,2404.93,2008.76,2378.73,1453.39,1747.66,1651.38,1432.00,3040.14,1805.62,1727.73,2525.71,1726.18,2102.19,1383.61,3428.10,1093.23,1517.91,1716.13,1749.73,1670.75,1789.26,1964.45,2201.73,2208.01,2028.20
LOC726438,7.79,4.41,13.22,2.47,2.85,1.58,1.08,1.74,2.88,8.77,3.78,1.68,2.47,13.95,2.92,8.31,8.48,4.04,5.42,13.80,23.34,15.33,4.56,2.72,3.22
LOC726437,37.11,52.07,40.08,29.15,38.12,49.13,31.07,23.29,42.12,45.06,38.53,27.62,24.70,27.06,27.93,41.20,17.24,33.49,26.45,25.47,24.46,23.38,32.34,28.15,36.41
LOC726436,12.98,18.62,11.30,8.34,13.90,14.52,5.57,10.82,5.83,12.70,17.49,10.56,13.68,10.90,14.23,14.17,7.64,21.95,19.37,21.88,20.17,13.34,11.53,18.03,13.18
