gene_id,SRR3033249,SRR3033250,SRR3033251,SRR3033252,SRR3033253,SRR3033254,SRR3033255,SRR3033256,SRR3033257,SRR3033258,SRR3033259,SRR3033260,SRR3033261,SRR3033262,SRR3033263,SRR3033264,SRR3033265,SRR3033266,SRR3033267,SRR3033268,SRR3033269,SRR3033270,SRR3033271,SRR3033272,SRR3033273
LOC102653718,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LOC102653713,2.19,1.82,5.52,3.50,2.09,2.52,1.79,0.68,1.62,1.28,2.85,1.71,2.35,1.32,2.72,2.62,1.67,1.50,1.94,2.22,1.55,0.86,1.73,1.54,2.71
LOC727202,0.00,1.36,4.17,3.09,2.97,0.00,1.54,0.00,4.44,0.00,6.00,4.31,8.29,5.46,2.95,5.17,4.57,6.50,3.76,3.08,2.13,1.83,12.43,4.66,4.41
LOC102653711,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LOC102653710,0.08,0.34,1.98,0.20,0.09,0.32,0.00,0.08,0.00,0.24,0.67,0.07,0.52,0.82,0.00,1.40,0.45,0.33,0.61,0.80,0.15,0.39,0.26,0.12,0.27
LOC102653716,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LOC102653714,2.41,2.14,3.06,2.36,3.04,1.76,1.04,0.79,2.58,3.36,2.60,1.07,4.95,1.75,0.71,4.84,2.10,1.06,2.36,0.63,1.57,2.41,1.64,1.98,2.98
LOC412005,2.49,2.78,3.29,2.97,2.39,2.21,1.05,2.84,1.48,4.66,2.79,2.22,3.63,2.62,4.30,3.66,4.05,3.05,3.26,6.11,6.60,5.42,2.97,2.59,2.67
LOC412007,0.21,1.24,0.74,4.31,4.48,0.88,0.09,0.17,0.34,0.00,0.27,3.23,0.36,1.49,1.05,2.22,0.75,1.90,0.52,0.37,1.23,1.10,0.73,1.47,6.29
LOC412000,3.21,6.22,3.09,3.57,5.03,3.76,1.77,2.46,0.91,4.93,4.72,2.77,5.14,3.39,4.38,4.10,3.32,3.42,5.32,6.14,4.97,3.83,3.32,4.82,3.98
LOC412002,6.39,6.69,16.92,5.76,6.58,3.74,3.15,3.70,4.41,10.90,6.25,4.17,7.24,9.78,14.71,8.05,8.46,6.10,5.26,9.82,15.08,14.35,6.13,3.56,5.44
LOC412003,1.29,1.83,3.85,1.36,1.23,1.72,0.60,0.98,0.92,2.56,1.07,1.03,2.68,2.43,3.49,2.48,1.79,2.07,1.81,2.47,2.72,4.00,2.05,1.09,1.30
LOC412008,1.48,1.97,9.14,3.78,2.21,4.11,1.69,0.85,2.83,3.73,2.46,2.32,2.50,3.14,5.10,2.89,3.28,3.74,2.29,3.72,4.59,4.74,2.60,1.87,2.34
LOC412009,13.12,17.70,26.25,13.51,13.15,12.90,7.29,12.69,8.03,16.34,19.89,12.21,17.91,13.46,22.04,17.37,13.14,20.81,19.95,30.49,32.34,17.11,15.03,16.42,12.70
LOC411070,14.11,12.35,22.66,11.41,10.76,7.50,6.85,5.18,7.24,16.66,10.06,5.91,9.00,16.92,11.21,14.49,11.17,8.07,7.07,12.13,18.50,17.06,8.69,6.01,8.32
LOC411071,83.10,151.94,196.94,65.70,99.45,61.17,36.24,62.88,43.54,115.37,97.11,46.44,79.26,170.25,156.61,189.06,100.29,126.37,85.14,177.14,221.16,196.39,61.35,70.49,156.52
LOC411072,1.07,3.29,3.40,1.79,0.47,2.31,1.14,1.93,1.08,3.00,2.66,1.68,1.35,1.35,2.32,3.72,2.32,2.58,2.10,4.19,6.86,2.35,1.47,2.01,1.62
LOC411073,2.13,6.09,3.79,3.33,6.32,9.93,2.46,2.31,0.74,5.22,4.61,3.95,4.55,1.77,1.61,7.31,2.00,4.49,8.33,7.36,3.55,1.80,1.45,7.11,3.77
LOC411076,11.12,8.52,11.84,4.32,3.72,3.43,3.80,3.20,8.07,10.20,7.61,4.21,9.20,8.92,12.03,12.31,9.66,11.22,6.71,15.85,20.42,17.17,8.97,5.69,7.23
LOC411077,7.22,13.32,12.95,8.34,10.57,12.90,4.94,6.57,5.44,15.32,10.77,6.85,8.47,13.43,15.10,13.45,11.61,9.28,11.87,17.56,23.81,17.93,10.88,9.15,9.79
LOC411078,1.34,1.32,2.03,0.55,0.74,0.34,0.34,0.27,1.13,1.51,0.68,0.40,1.67,4.15,0.50,1.85,1.98,1.02,1.67,1.95,2.68,2.47,1.68,0.61,0.84
LOC411079,20.86,16.69,15.02,14.66,20.36,10.49,8.25,9.63,13.92,22.83,8.27,8.97,16.87,13.25,3.48,13.09,8.02,8.83,7.11,5.09,7.69,7.21,9.89,7.82,11.42
LOC551124,3.26,5.11,12.40,2.91,2.42,3.53,1.92,1.21,3.20,5.15,3.53,2.37,3.59,4.88,7.72,6.97,8.83,5.12,5.20,10.92,19.58,16.44,5.29,1.86,2.89
LOC725770,13.62,21.74,22.45,14.11,14.15,14.81,9.78,13.42,11.11,17.24,18.56,18.04,15.31,15.57,23.49,18.49,15.44,20.26,20.36,27.53,26.93,21.05,16.23,16.73,13.91
LOC725775,12.74,8.97,9.82,15.11,13.88,11.18,7.64,5.71,15.05,15.39,10.25,7.77,12.56,4.28,5.54,5.73,6.04,7.45,7.70,5.75,8.48,6.90,7.44,5.01,9.51
LOC410398,96.09,84.22,239.36,43.51,35.00,34.49,20.32,20.63,53.32,136.52,44.67,36.64,53.10,268.85,22.26,123.60,153.20,92.45,73.90,153.14,224.41,250.11,84.83,40.01,60.34
LOC409959,17.66,28.93,57.68,23.07,20.17,32.95,13.60,13.95,16.70,18.90,29.18,19.82,27.07,22.75,32.11,31.01,27.19,18.87,26.41,32.67,37.52,32.18,28.86,26.83,21.59
LOC409956,261.92,194.22,250.33,147.66,151.46,115.06,69.55,92.92,99.01,215.98,112.41,82.16,151.95,211.12,88.25,171.77,84.69,68.71,86.04,112.44,135.40,119.52,80.61,67.51,81.68
LOC409957,2.46,3.86,12.38,2.82,4.39,6.85,2.82,1.69,3.02,5.30,3.56,3.56,3.91,2.68,2.09,7.25,5.26,2.75,3.73,3.82,4.93,5.84,3.09,1.63,1.92
LOC409954,2009.02,1700.12,2776.80,1571.79,1573.84,2025.00,1436.85,2346.78,1686.22,1977.85,2153.79,1835.48,1580.12,1913.95,2507.31,1502.67,4439.16,3290.92,2534.13,2721.71,3165.87,3784.96,2202.55,2564.68,1956.62
LOC409955,34.45,52.25,63.41,33.12,34.19,36.76,23.64,35.66,26.45,35.99,45.13,31.35,29.80,27.96,55.30,51.26,44.02,46.76,48.65,51.03,67.45,56.86,37.32,37.15,30.43
LOC409952,8.19,6.02,13.66,4.93,6.06,4.55,2.26,2.02,4.50,10.87,5.25,2.65,5.62,13.46,3.18,11.71,9.27,6.67,5.55,10.30,18.66,16.10,6.36,3.23,6.02
LOC409953,17.95,26.63,44.39,26.93,28.75,32.18,17.11,12.27,17.08,34.80,35.35,20.27,29.87,24.44,6.76,45.42,26.91,30.81,30.84,32.18,35.43,26.80,25.57,21.04,26.40
LOC409950,1.14,3.19,4.87,11.04,8.01,7.87,4.97,2.76,3.36,5.02,2.93,6.03,4.95,2.30,3.45,2.42,6.19,7.04,6.02,5.53,5.17,6.36,5.64,4.65,9.40
LOC409951,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,1.57,0.00,0.00,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.80,0.00,0.75,0.00,0.00,0.00
LOC410396,56.86,112.79,84.41,38.44,45.65,52.76,30.61,53.57,49.33,68.98,55.02,40.82,31.63,46.40,94.54,58.48,61.40,56.06,64.98,83.73,102.39,80.45,51.55,44.69,41.18
Mir3717,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LOC410394,20.30,32.00,80.20,14.88,16.07,19.58,11.88,12.51,15.05,31.56,27.12,17.98,15.77,28.47,55.04,37.64,51.28,36.70,30.57,61.75,98.14,87.25,32.06,16.97,20.81
LOC100577168,8.91,14.93,75.41,15.04,12.57,22.81,14.10,6.70,11.60,14.10,14.51,16.76,11.90,25.08,7.09,23.62,20.23,15.02,13.15,20.02,28.52,25.42,17.63,12.73,10.90
LOC408601,26.27,43.17,36.17,21.17,33.50,29.27,15.39,43.50,28.53,32.84,35.84,21.60,38.98,17.41,28.42,32.15,18.19,32.65,26.07,23.02,21.59,22.68,27.54,32.37,32.59
LOC100578542,0.45,2.12,1.87,0.53,0.00,0.28,0.39,1.34,1.45,0.00,0.79,1.38,3.72,2.36,1.34,5.17,7.08,1.19,0.96,3.34,6.02,4.74,3.22,0.90,1.44
LOC408603,943.10,1135.79,129.16,1478.93,1048.34,944.89,909.70,1631.37,999.58,907.23,1068.21,1298.37,1785.28,146.26,1010.96,594.26,1002.74,950.52,639.19,1106.53,1332.67,737.32,962.02,852.63,855.79
LOC102654012,2.73,4.51,6.03,3.05,2.78,2.12,1.41,3.02,1.94,1.80,4.43,2.55,2.66,2.13,2.49,2.77,2.74,5.73,3.41,5.15,2.16,2.59,3.40,4.44,2.66
LOC408604,13.96,18.81,28.60,17.92,7.54,9.82,6.99,10.16,8.47,14.07,14.16,10.61,12.42,20.59,21.27,19.92,22.84,19.61,18.16,31.05,40.94,31.79,15.78,13.28,11.89
LOC408607,50.54,76.11,115.84,42.81,65.32,56.69,41.10,18.89,30.23,78.00,29.88,50.13,36.40,64.67,39.31,111.07,76.12,62.96,61.56,61.46,97.38,63.10,40.52,27.54,28.77
LOC100578091,0.00,0.00,0.34,0.00,0.00,0.06,0.00,0.19,0.11,0.27,0.13,0.15,0.60,0.09,0.11,0.18,0.00,0.00,0.04,0.00,0.06,0.07,0.10,0.05,0.10
LOC408609,12.57,24.17,33.34,13.75,16.21,18.89,14.02,8.82,18.04,20.32,20.85,21.19,23.81,18.49,7.63,18.58,16.18,18.43,22.49,23.16,24.32,24.99,23.90,17.13,19.99
LOC408608,0.00,0.00,0.00,0.00,0.49,0.00,2.31,0.00,0.72,2.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.18,0.19,0.00,0.00,1.01,0.00,0.00,0.00
LOC102654014,43.55,51.17,49.24,40.49,48.17,35.62,24.57,25.75,17.64,24.92,40.14,36.63,27.20,38.69,41.85,39.87,28.81,43.47,53.74,47.10,42.14,32.67,38.33,41.23,28.58
LOC724794,16.08,13.95,9.35,11.90,12.77,17.21,5.03,17.40,5.33,11.26,16.36,13.63,16.08,12.15,13.88,10.40,11.41,19.89,18.27,36.63,29.56,9.37,12.40,25.30,15.52
LOC724795,8.41,12.91,13.28,9.12,15.74,14.49,8.01,6.14,6.33,17.37,9.12,8.40,13.74,7.47,6.94,19.49,8.65,8.77,11.98,12.87,17.08,7.94,7.25,6.90,7.41
LOC724796,0.09,1.46,2.01,0.00,0.20,0.06,0.04,0.00,1.21,1.54,1.08,0.74,0.76,1.54,0.27,0.47,8.20,2.17,1.32,5.41,8.23,6.55,1.33,0.27,1.41
LOC724973,5.74,6.44,21.21,7.26,7.26,6.15,4.71,4.29,6.05,10.91,8.27,6.22,8.64,8.26,8.95,9.59,11.06,9.93,6.12,10.94,20.87,14.13,7.77,4.37,5.98
LOC100577688,0.00,0.00,0.00,0.62,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00
LOC100577689,2.62,6.53,3.74,3.66,2.70,3.61,0.92,4.08,2.26,5.94,4.71,2.49,3.79,5.18,4.98,4.28,2.45,4.70,6.26,10.20,9.82,7.08,3.87,4.12,2.82
LOC724792,8.07,14.09,12.75,8.86,12.35,7.79,4.69,8.42,5.66,9.41,10.26,7.32,11.07,8.18,7.69,10.45,6.95,14.28,8.73,14.43,16.27,13.75,6.85,10.03,7.96
LOC100577164,3.66,2.16,4.93,1.40,1.62,0.74,0.92,0.25,1.22,3.70,1.67,0.76,1.67,2.05,2.04,5.32,1.57,0.64,1.08,1.75,2.67,2.27,1.12,1.37,0.92
LOC724979,0.59,0.20,0.63,0.47,1.06,0.49,0.30,0.29,0.27,0.55,0.26,0.21,0.40,0.52,0.29,0.47,0.21,0.13,0.42,0.26,0.23,0.68,0.41,0.29,0.37
LOC100577687,24.39,26.86,44.23,21.47,23.60,26.17,17.18,14.17,19.71,21.99,20.81,17.17,21.20,17.61,23.85,32.33,25.78,20.54,26.13,29.28,35.44,26.57,21.51,14.13,16.73
LOC100577680,0.20,0.13,1.52,0.00,0.64,0.74,0.34,0.19,0.11,0.00,0.26,0.23,0.41,0.00,0.12,0.38,0.42,0.00,0.17,0.31,0.11,0.15,0.30,0.29,0.21
LOC100577681,0.87,1.67,0.46,0.52,1.17,0.34,0.14,0.86,0.30,0.61,0.52,0.38,0.90,1.06,1.30,0.55,0.46,0.72,1.66,2.00,1.27,0.50,0.34,0.54,0.87
LOC100577682,41.68,32.04,29.16,24.72,25.10,27.94,12.60,30.27,24.21,35.30,23.90,11.46,24.04,12.02,26.29,27.94,11.48,15.68,17.04,10.53,10.16,8.19,11.90,13.20,17.50
LOC100577683,2.07,8.58,14.63,3.41,6.72,5.19,5.89,2.45,3.33,3.47,4.15,3.31,1.70,3.25,1.96,7.63,2.17,3.81,3.00,3.28,1.20,3.42,5.91,5.94,2.64
LOC725515,12.97,21.12,94.57,12.24,9.52,10.66,8.79,13.68,12.11,25.61,18.05,10.79,20.61,18.41,27.90,27.39,47.39,26.12,19.21,50.10,83.87,74.64,18.80,10.98,17.80
LOC725516,6.22,17.66,9.48,8.00,10.09,14.87,6.97,8.65,6.29,10.36,12.44,12.33,11.69,4.98,12.05,12.18,7.15,10.75,14.89,14.50,9.83,8.01,12.19,13.00,8.24
LOC725511,5.95,8.73,23.07,1.67,1.32,1.24,1.99,1.17,8.99,10.00,7.56,3.74,5.74,12.42,10.63,13.04,23.16,13.87,10.05,22.16,37.15,37.89,13.15,2.94,8.82
LOC100578544,0.16,0.49,0.22,0.92,0.67,0.63,0.44,0.08,0.34,0.65,0.95,0.81,0.64,0.07,0.05,0.50,0.33,0.10,0.63,0.45,0.14,0.12,1.13,0.88,0.62
LOC725513,0.43,0.29,0.61,0.26,0.23,0.14,0.09,0.21,0.12,0.00,0.00,0.08,0.44,0.38,0.77,0.14,0.00,0.28,0.18,0.34,0.25,0.16,0.11,0.00,0.23
LOC552110,6.70,9.06,5.79,6.37,6.02,9.20,2.88,7.24,5.16,17.73,13.48,8.80,4.37,3.74,10.42,9.62,10.16,7.07,16.40,29.83,30.89,20.14,7.39,11.76,7.85
LOC552113,27.71,17.82,50.84,35.12,18.41,28.80,23.42,20.21,15.83,39.85,28.15,21.91,24.49,17.54,39.44,37.73,40.80,21.83,50.85,39.90,57.77,38.93,17.59,32.58,22.37
LOC102656534,2.20,4.21,12.93,5.54,8.35,9.73,5.84,3.13,11.02,9.01,12.97,6.40,9.40,4.18,1.16,7.94,4.92,13.26,5.43,4.03,2.59,2.50,7.04,5.26,8.63
LOC102656535,0.00,0.00,0.00,0.00,0.00,0.48,0.16,0.38,0.20,1.07,0.33,0.44,1.57,0.00,0.23,0.24,0.00,0.00,0.16,0.00,0.44,0.00,0.00,0.00,0.20
LOC102656288,0.34,1.35,0.94,0.00,0.73,1.06,0.15,1.00,0.36,4.71,0.44,0.26,1.39,1.64,1.44,2.30,1.06,1.33,0.54,0.53,0.39,0.70,0.97,0.33,0.81
LOC102656289,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LOC102656530,0.21,1.67,2.63,0.49,0.67,0.65,0.18,0.21,1.25,2.17,2.37,0.75,1.20,2.93,1.73,1.24,4.12,2.31,3.07,5.10,7.78,8.02,1.82,1.15,1.88
LOC102655173,0.52,0.35,0.71,0.00,0.00,0.33,0.44,0.51,0.00,0.00,0.23,0.20,1.07,0.90,0.31,0.33,0.00,0.00,0.00,0.27,0.00,0.00,1.31,0.00,0.82
LOC102656532,0.80,0.69,0.60,0.48,0.61,0.42,0.21,0.36,0.31,1.50,0.38,0.21,0.69,1.22,1.12,0.77,0.47,0.31,0.34,0.84,0.63,0.75,0.54,0.38,0.46
LOC102656533,0.00,0.00,0.63,1.10,1.03,0.59,0.80,0.94,1.47,0.00,0.41,0.00,0.00,0.00,2.23,0.00,0.96,0.00,0.00,0.51,0.00,0.68,1.42,0.00,0.00
LOC102656282,0.23,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.58,0.53,0.00,0.00,0.00,0.49,0.00,0.00,0.99,0.12,0.00,0.00
LOC102656283,75.94,44.19,26.26,34.88,61.62,21.59,11.59,31.82,15.84,45.55,24.51,15.86,31.89,30.48,36.52,29.33,9.84,16.89,20.86,17.08,15.13,9.71,18.41,20.55,21.18
LOC102656287,13.77,20.26,10.07,7.72,8.19,15.56,5.81,17.34,5.57,13.48,18.76,10.67,14.19,14.75,22.65,14.23,5.43,13.15,15.52,19.59,15.58,7.28,14.61,22.62,13.20
LOC102656284,0.00,0.00,0.52,0.00,0.27,0.15,0.00,0.00,0.00,0.00,0.11,0.19,0.00,0.65,0.00,1.56,0.00,0.32,0.42,0.52,0.14,0.00,0.13,0.12,0.26
LOC552114,155.38,161.00,244.97,108.28,127.25,165.12,116.00,132.32,114.24,160.94,154.01,135.38,143.68,123.62,111.06,189.46,156.21,163.78,180.64,191.26,273.62,196.95,155.66,128.93,128.11
Or41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00
LOC100577556,1.65,7.08,1.04,9.34,6.28,0.00,3.25,2.53,1.37,6.40,1.44,0.27,1.69,4.47,3.49,7.23,2.30,8.06,6.86,11.96,4.10,7.38,0.47,0.95,1.22
LOC552116,14.20,21.73,51.57,8.22,10.17,14.52,7.84,13.71,14.78,24.88,20.68,12.20,15.05,35.90,35.94,24.58,70.44,46.44,28.76,66.19,90.84,97.16,28.70,12.79,15.06
LOC413757,145.43,142.95,148.43,87.18,119.24,108.01,72.30,133.80,76.29,120.31,158.28,105.34,96.38,136.69,176.70,138.87,136.78,163.35,156.08,207.16,212.52,231.21,141.71,202.39,147.95
LOC100578438,0.50,1.70,2.78,1.38,1.50,0.85,0.81,0.33,2.96,2.92,3.10,3.18,2.87,0.82,0.65,5.67,1.42,1.49,1.20,1.46,1.29,1.16,4.06,2.19,1.61
LOC100578439,41.98,53.44,89.08,57.62,59.51,56.91,52.86,24.91,66.28,74.74,45.37,53.50,55.50,48.72,5.76,60.55,59.56,45.55,38.60,48.61,55.72,47.81,55.85,34.71,50.80
LOC413753,9.71,8.76,16.23,5.68,7.41,3.46,1.57,3.81,3.39,11.89,4.66,3.09,6.47,14.69,6.97,10.36,5.85,7.12,4.97,8.23,14.57,12.24,7.35,5.38,6.42
LOC552118,57.68,67.40,72.59,46.67,44.40,59.78,42.17,72.09,37.19,36.56,66.19,60.97,50.98,66.84,115.57,45.33,61.59,75.80,72.77,83.48,87.88,72.19,61.32,72.83,62.54
LOC100578433,9.49,10.95,15.85,6.49,6.76,6.06,3.19,4.70,4.15,13.31,7.58,5.35,6.53,21.65,6.69,13.61,10.54,10.99,12.84,20.31,27.85,18.02,8.92,7.72,6.94
LOC100578430,0.00,0.16,5.35,0.58,0.53,0.77,0.64,0.24,0.67,0.69,0.21,1.23,0.51,0.00,0.73,1.25,0.26,0.32,0.52,0.77,0.14,0.75,0.38,0.73,0.39
LOC100578431,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.42,0.07,0.00,0.00,0.13,0.27,0.10,0.16,0.00,0.45,0.39,0.70,0.58,0.00,0.00,0.08
LOC100578436,3.89,7.12,17.59,1.22,0.87,0.45,0.88,0.74,4.32,8.75,4.68,3.36,4.52,33.75,5.64,13.98,23.48,12.53,11.57,22.65,37.39,32.97,11.41,4.60,5.83
LOC100578437,21.95,79.90,70.35,20.70,25.63,26.89,9.41,29.55,48.74,63.97,13.92,9.45,16.86,63.31,17.75,157.60,73.13,46.13,31.11,21.77,42.99,35.45,12.68,7.56,10.13
LOC100578434,8.89,14.51,8.33,9.36,3.71,11.71,3.46,6.45,5.83,33.55,7.58,6.76,7.52,12.59,11.00,11.95,8.48,16.98,5.20,14.18,7.73,14.93,7.51,6.57,8.63
LOC413758,66.13,37.08,27.12,31.43,35.66,18.43,6.09,15.85,10.30,39.65,21.43,18.78,27.73,99.83,5.69,24.55,15.49,18.86,25.04,44.64,43.62,32.38,20.76,27.58,20.34
Mir13b,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LOC102656752,0.00,0.00,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.58,0.48,0.00
LOC102656753,0.67,1.36,1.37,1.45,1.95,1.83,0.75,1.39,2.60,1.76,2.53,1.30,2.47,2.05,1.62,2.61,3.05,1.18,1.68,2.58,1.26,4.24,1.74,1.14,2.19
LOC102656754,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LOC102656757,0.54,0.36,0.57,0.32,0.88,0.51,0.12,0.00,0.00,0.76,0.12,0.00,1.11,0.71,0.48,0.00,0.29,0.00,0.11,0.14,0.31,0.00,0.42,0.00,0.00
LOC102656758,0.49,4.24,2.02,1.15,1.59,1.83,0.63,1.44,0.78,1.36,1.91,1.30,0.00,1.69,0.86,1.24,2.03,1.28,1.66,3.09,3.10,1.09,0.99,1.69,1.29
LOC102656759,0.00,0.51,1.06,0.30,0.00,1.11,0.55,0.25,0.96,0.71,0.33,0.00,0.00,0.44,0.30,0.80,1.07,0.00,0.32,0.40,0.29,0.19,0.78,0.25,0.13
Mir13a,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LOC724373,1.09,4.39,5.43,3.61,2.63,7.88,3.36,2.29,2.41,2.72,3.94,2.78,5.03,0.86,0.94,1.94,2.20,1.28,2.31,1.34,1.71,1.22,3.71,2.87,2.73
LOC102656893,9.43,16.33,16.08,9.60,6.37,9.65,4.42,11.84,11.72,7.08,14.09,8.52,7.32,11.01,20.26,10.75,10.58,12.46,14.18,17.89,16.53,16.54,10.97,14.38,10.79
LOC413539,12.30,29.76,17.72,12.69,14.57,17.09,6.39,14.17,7.28,21.24,18.60,11.33,12.23,12.36,16.20,24.41,9.96,21.90,23.96,34.46,29.08,15.00,11.92,19.17,14.48
LOC100576576,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LOC413533,8.35,14.28,14.81,10.14,7.83,8.41,5.27,7.35,7.11,11.44,11.70,8.67,8.44,8.52,7.40,9.83,9.67,12.75,11.84,24.01,21.24,21.89,10.44,12.18,8.52
LOC413532,50.82,38.71,34.19,29.39,33.92,27.27,12.38,26.52,17.11,48.37,30.95,20.25,32.61,61.68,40.34,46.83,27.60,36.14,37.38,56.08,67.84,51.35,29.94,27.84,28.18
LOC413531,15.12,19.87,23.70,7.99,11.16,10.06,5.80,13.82,9.45,17.32,14.43,7.64,12.79,13.69,9.80,14.63,6.15,13.24,11.22,18.46,18.96,12.57,11.15,12.91,12.01
LOC413534,1.35,8.25,2.04,2.53,3.34,5.10,1.01,2.86,1.05,5.40,4.98,3.05,2.79,2.55,3.44,6.52,3.28,5.86,8.36,8.11,3.49,1.18,2.29,7.33,3.91
LOC102656620,3.71,3.44,0.73,2.21,3.31,0.93,0.33,2.66,0.82,5.20,1.87,0.79,2.50,3.78,2.27,2.55,0.60,1.35,2.36,4.58,3.53,1.79,1.35,2.10,2.08
LOC100576143,1.77,1.45,0.72,0.60,0.55,0.95,0.11,1.00,0.42,1.77,1.00,0.68,0.26,3.25,1.36,1.29,1.21,2.01,3.01,8.19,5.92,2.34,1.57,1.62,1.08
LOC102656621,1.22,2.13,1.11,0.83,1.13,1.68,0.99,0.00,0.38,2.81,3.37,2.64,3.46,1.03,1.46,2.14,1.25,1.39,1.22,1.56,1.56,1.41,2.85,1.40,1.61
LOC724924,7.26,9.10,24.13,5.92,5.00,3.65,2.78,3.05,5.31,19.08,7.64,5.26,9.69,8.13,11.34,16.21,13.45,6.16,8.48,14.22,22.42,15.26,9.87,4.01,7.39
LOC102654498,1.71,3.29,6.92,3.68,1.07,1.42,1.81,1.38,3.77,8.48,3.49,1.09,1.02,1.21,0.55,4.86,0.61,3.83,3.20,2.73,1.88,2.42,2.60,2.56,2.74
LOC100576146,3.70,3.31,28.41,4.82,2.79,2.72,3.82,2.23,3.83,3.73,4.51,5.56,3.83,9.28,9.71,4.39,11.92,6.57,5.59,13.56,20.82,20.05,7.28,3.44,2.78
LOC550926,22.73,28.62,29.32,22.50,25.08,19.04,21.62,17.78,15.36,17.68,25.07,25.05,19.54,27.93,23.58,21.29,25.95,49.50,26.46,39.76,29.73,30.12,26.85,32.75,22.17
LOC107964790,11.74,15.80,26.32,6.46,18.55,10.77,9.78,5.52,6.68,25.64,7.24,6.25,12.62,17.70,11.91,22.76,14.25,21.15,20.46,14.99,23.63,29.68,10.41,7.42,9.74
LOC724378,110.74,74.61,142.65,79.80,72.39,89.02,77.61,87.39,99.69,147.24,85.55,74.04,89.41,95.53,100.35,95.71,96.75,107.44,65.61,65.06,65.18,65.18,62.20,105.59,76.15
LOC107964792,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LOC102654496,0.58,2.08,1.85,0.00,0.00,0.37,0.00,1.76,2.46,0.00,1.55,0.44,0.92,0.77,1.61,1.13,0.00,0.59,1.33,0.94,1.67,1.00,1.76,4.62,1.53
LOC107964498,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LOC107964499,49.14,30.32,44.07,19.15,31.31,19.42,8.55,17.81,20.58,43.84,18.16,13.12,24.89,28.81,11.21,28.16,9.86,13.46,17.74,15.70,13.41,9.74,13.35,13.74,12.75
LOC107964496,0.00,0.00,0.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.86,0.15,0.00,0.00,0.10,0.25,0.70,0.18,0.25,0.00,0.13
LOC107964497,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00
