gene_id,1,10,11,13,14,25,26,31,36,4,42,45,46,53,54,55,57,61,7,9
LOC551154,12836.27,8810.86,8333.62,5526.95,9331.74,10011.80,7987.02,6497.33,9221.98,6528.99,7345.32,8859.62,6823.54,13114.14,6817.90,9337.95,6364.99,12669.77,13875.98,1364.55
Mir3788,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LOC551156,568.00,363.00,630.00,557.08,515.08,639.00,495.67,701.23,733.00,341.00,589.01,429.00,459.00,528.00,408.00,495.07,593.00,604.00,558.00,64.00
LOC551157,3144.15,3077.39,3119.78,2246.01,2747.04,2735.89,1933.99,3461.50,3702.65,2416.00,2789.12,2827.54,3029.00,2990.43,2832.97,3259.00,3079.93,3134.01,2165.00,390.00
LOC551150,3047.03,2056.00,2654.01,1815.00,3594.98,1946.00,1479.05,1172.00,1967.00,1907.00,2777.00,1201.00,766.00,883.57,1374.00,1411.00,4072.06,1532.00,2037.00,364.00
LOC551151,347.00,170.00,355.00,181.00,289.00,252.99,197.12,468.00,284.91,208.00,237.00,340.00,295.00,492.00,349.00,328.00,235.00,335.07,187.00,39.00
LOC552652,130.35,23.00,137.00,92.00,121.72,117.55,59.99,177.00,176.61,27.00,72.00,96.00,73.60,159.00,70.00,123.00,117.00,102.73,75.00,6.00
LOC551153,110.00,53.00,120.00,80.00,89.00,120.00,60.00,255.00,152.79,55.00,56.00,56.00,56.00,156.00,72.00,131.00,119.00,86.00,56.00,5.00
Mir3781,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,0.00
Mir3780,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mir3783,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00
Mir3782,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LOC551158,802.96,1980.00,1006.00,1011.24,747.00,1473.00,846.00,1570.00,1873.16,764.13,750.00,830.37,1190.00,1601.99,1145.46,1116.06,837.82,1394.13,1361.04,49.00
Mir3784,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mir3787,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mir3786,1.00,2.00,5.00,2.00,1.00,3.00,4.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,2.00,0.00,0.00,2.00
LOC102656808,6.69,1.15,0.00,7.16,7.00,4.58,8.00,6.53,1.15,4.58,5.79,4.58,1.15,0.00,3.44,10.63,3.39,2.36,1.22,2.29
LOC102656809,1.00,0.00,0.00,2.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LOC552166,10889.93,4020.53,9946.80,6695.61,10662.07,5996.73,7065.02,2930.66,4678.82,5586.98,10099.80,3624.01,2819.98,2692.00,3882.85,3687.36,7311.30,5256.99,6970.73,1747.99
LOC552167,375.00,344.01,284.00,373.00,605.00,285.00,315.00,570.00,238.00,546.00,759.00,177.00,436.00,82.00,330.00,502.79,780.99,204.00,218.00,106.00
LOC552160,0.00,1.00,0.00,8.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,4.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
LOC552161,607.00,690.49,515.00,341.00,455.00,735.00,486.12,895.53,611.21,484.08,266.00,581.01,767.00,1404.97,752.67,796.00,224.00,1125.04,759.00,26.00
LOC552162,567.00,198.00,538.00,238.78,583.00,405.57,300.00,545.00,519.12,430.14,434.97,503.98,303.00,468.00,374.66,395.99,533.65,465.92,341.00,54.00
LOC552163,593.00,403.97,655.39,704.00,499.00,877.00,633.91,1258.00,808.00,369.00,593.02,754.00,674.90,972.05,692.61,851.09,379.00,974.00,616.00,49.00
LOC102656801,15.00,10.00,20.00,210.37,10.96,14.00,154.28,2.00,3.00,7.00,9.00,5.00,7.00,0.00,6.00,10.21,4.00,11.00,9.00,0.00
LOC102656802,5.00,6.00,1.00,61.00,7.00,7.00,25.00,1.00,0.00,4.00,1.00,1.00,0.00,0.00,6.00,1.00,1.00,7.00,0.00,0.00
LOC411495,91.00,18.00,70.53,39.00,58.00,65.00,38.00,60.00,57.00,30.00,53.91,36.00,27.00,38.00,48.00,34.00,78.00,52.00,47.00,1.00
LOC102656804,4.00,1.00,2.00,0.00,0.00,1.00,0.00,2.00,1.09,0.00,2.00,1.00,1.00,3.00,1.00,1.00,1.00,0.00,1.00,0.00
LOC102656805,1.00,0.00,2.00,2.00,0.00,0.00,1.00,6.00,3.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,1.00,0.00
LOC107965998,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
LOC727498,677.61,111.83,350.42,361.69,718.36,238.42,186.10,168.73,209.15,260.00,391.66,91.95,66.91,71.15,118.43,146.72,485.83,116.12,209.61,69.14
NOS,119.00,41.00,77.00,54.00,88.00,51.00,69.00,40.00,44.00,80.00,84.00,42.00,36.00,52.05,34.00,48.00,93.00,83.00,49.00,6.00
LOC552457,2.00,3.00,0.00,17.00,2.00,0.00,1.00,1.00,2.00,4.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
LOC727493,170.40,204.28,179.14,246.15,255.00,209.49,204.17,190.16,252.27,187.58,254.92,139.16,167.12,115.63,117.17,257.78,213.05,214.54,296.52,15.07
LOC727490,206.33,174.85,249.73,231.59,202.27,347.15,225.91,500.19,405.01,193.21,180.48,338.42,309.57,537.24,332.54,412.47,208.44,461.68,276.01,23.60
Para,517.01,122.15,421.09,624.57,555.10,216.99,395.63,42.28,348.09,208.38,609.84,75.55,112.16,143.13,147.80,63.12,219.09,304.24,193.85,47.00
LOC100577151,8.00,1.00,1.00,47.99,0.00,2.00,54.00,3.00,0.00,6.00,3.00,1.00,2.00,7.00,1.00,3.00,5.00,5.00,0.00,0.00
LOC107965259,9.00,30.00,11.00,12.00,14.00,19.78,10.00,20.00,20.00,4.00,6.20,4.00,5.94,15.00,12.00,10.69,22.41,13.00,18.82,1.00
LOC107965258,2.00,0.00,0.00,4.00,0.00,0.00,1.00,0.00,0.00,5.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
LOC107965257,1.00,0.00,0.00,14.00,2.06,0.00,3.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00
LOC107965256,5.00,0.00,9.00,4.00,14.00,0.00,7.00,0.00,6.00,0.00,4.00,0.00,1.00,5.00,0.00,0.00,16.00,0.00,1.00,1.00
LOC107965255,20.85,7.63,24.15,61.39,28.33,12.49,38.44,21.35,22.76,13.76,8.02,17.80,3.51,29.37,9.16,17.04,40.97,9.39,7.15,0.02
LOC107965254,12.00,0.00,5.00,5.00,10.00,3.00,2.00,0.00,2.00,0.00,3.00,2.00,0.00,0.00,0.00,0.00,29.00,0.00,4.00,2.00
LOC107965253,57.02,121.75,27.00,164.05,55.40,43.15,118.05,27.00,24.00,29.06,46.00,32.12,24.00,40.00,32.19,28.00,118.20,36.00,26.00,13.00
LOC107965252,16.95,2.49,2.46,4.83,11.65,0.00,3.02,0.00,2.44,6.53,3.04,0.00,0.00,2.19,0.00,2.57,5.46,1.23,2.77,3.15
LOC107965251,4.00,9.00,2.00,11.00,9.00,0.75,3.00,3.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,8.00,2.00,2.00,1.00
LOC107965250,724.05,578.64,595.94,343.83,793.92,423.35,271.47,462.21,467.87,268.77,393.69,212.00,175.39,259.98,180.60,246.26,742.29,328.32,372.61,79.74
